,price
95541,159900
5025,39900
7992,19500
26183,11900
51649,58900
100296,29700
115492,43900
63150,83155
67957,58700
41683,135000
84201,34900
111483,19700
74090,48800
74529,29900
103251,8950
76529,131900
46496,38950
114197,55000
27824,58000
3341,62900
27860,104900
91787,24400
78461,47800
49289,49999
13535,23900
92110,41500
30043,19900
19906,82900
50744,55900
21684,219900
111015,21990
81371,12500
67412,19900
43029,29900
54348,124500
40316,19300
83200,14300
64734,13500
85397,83000
100558,144500
17312,58900
76000,9900
5009,20800
38642,138000
16598,99000
29853,26500
111056,28800
114063,42800
111570,2500
102021,34900
99169,81900
9652,21800
14976,20500
18734,32900
75055,11999
3945,27900
22676,190000
7110,26000
110649,68500
22604,306999
7436,16500
19786,149900
35108,139900
90933,74900
89736,105000
69488,10900
101818,18400
62731,125780
65470,67900
107583,53300
20130,267900
5125,27000
94405,64900
22319,164900
75677,56900
36389,9900
74552,87900
23839,299900
75204,20000
69325,99015
1106,12900
99214,150800
54002,159000
99047,76900
42625,11400
68,4999
18983,33900
85519,8900
30011,29900
113470,6500
11094,9900
84095,32900
10923,10900
25375,37900
47253,16800
9859,21900
72108,75850
29561,31900
117664,215250
1014,9900
72645,109900
52428,29996
33260,184900
14383,16500
63304,54900
40671,34500
52808,33000
36489,16300
88200,71000
55800,409900
113663,21900
13451,26900
33467,262200
9326,14700
29087,75900
54757,19999
2848,31900
114522,16777
68640,27800
88494,115499
53429,121900
91970,27900
33516,297400
49681,24950
32081,74900
107304,17800
24725,17900
101297,29900
58554,16800
45070,145500
61682,187000
57846,73400
20740,68800
80337,69900
83523,62000
44038,27900
7027,37999
92032,41900
50898,41900
6296,30999
33573,172900
88449,161400
85855,45999
100338,17900
34428,378300
56541,57900
52200,5500
107924,59900
73238,37500
36275,5900
61836,2399900
33220,278400
12645,8900
39135,43900
27806,63000
60267,19900
58389,22950
37384,20999
113017,61900
59811,123000
83952,15500
33307,309400
44051,35900
26760,27500
21817,72500
83164,15000
59251,34900
112940,79900
108024,6700
24860,25900
112271,69000
109075,51900
15690,29500
59876,88000
9344,11900
106010,13700
103200,11500
64340,39900
38092,269900
21829,104000
78882,29900
61037,159000
52370,18200
3024,59000
110528,32841
12345,64900
12229,47999
113779,21900
48643,7500
28627,200100
22096,69900
99789,129900
60853,145000
60960,173799
88860,27300
15645,34900
49699,40000
93750,17000
17051,100000
48607,8800
83003,47800
76358,99950
54335,90900
79342,39900
1787,26900
81624,15500
92011,50900
117608,295000
58075,255000
106484,62900
67805,50000
30155,72500
79511,79900
38289,82000
1056,12700
15989,32800
78096,52900
38368,54800
73442,59900
78405,85900
78,3000
71933,123600
81182,36990
94056,53900
80131,85899
22345,179900
68682,17500
97746,30000
21906,92900
111126,14900
12745,16900
73237,47900
63432,4299
82940,23600
15308,27900
117238,297600
87783,45900
76511,88900
73919,10900
5173,39000
679,4300
69013,71900
110639,45850
104643,84500
102007,21900
77494,95900
67381,19900
30252,64500
32978,59900
110913,14500
8197,17900
55403,184377
114093,128500
45688,36900
35355,51500
8772,89700
44563,165900
107432,99700
52299,16900
59015,89900
95035,84800
46882,65500
45060,88500
37230,29900
8218,16900
80377,92900
81733,21900
19464,124900
45965,66000
10736,59999
106764,13999
62309,44000
8795,76999
39068,15900
12414,35640
52287,28999
30123,18800
22103,65900
86836,10500
80970,229990
83388,39900
9600,39900
21070,209000
53013,18500
74856,29500
24321,246000
38222,85900
31085,199799
68070,56800
16870,129999
38505,50700
20920,29000
101146,122000
5400,72900
6129,22900
41466,117663
110541,51537
80911,199900
109251,92100
50763,27000
16226,56900
74522,29900
45678,16300
59377,28900
50890,29800
52719,18999
45043,74890
59866,145000
15591,31000
23239,43900
48154,5800
88541,54999
28046,48400
65483,99999
109440,39900
88596,10500
83053,16900
116304,82900
94572,66900
63170,75900
87025,51000
89812,72900
88869,25900
80863,17900
87931,20000
81223,27900
100693,23900
109232,54990
28950,179000
4832,19900
34108,69900
44406,151100
42191,15900
109355,61500
87694,13000
57194,289000
10758,49900
74431,39990
91174,13600
77689,72900
31886,39900
113166,57808
104872,88500
9438,7900
87507,79990
10906,13900
20466,239900
40216,12000
86447,15900
95165,61300
73961,43900
43574,129900
107773,44900
117149,189999
33789,34900
93718,22900
68829,68500
76251,7900
38001,58900
45813,45000
41412,76900
78912,28900
84203,23900
111451,132300
94495,89700
101570,75900
34377,189798
97683,69900
98653,12900
71240,24999
26242,9000
64064,51500
87816,56900
57747,19800
18713,25900
109382,99000
37898,65900
100688,8900
70746,11900
560,3500
24750,14900
9776,25499
47678,16000
47748,19500
44169,174900
95294,135703
100898,151900
83686,42900
94569,68000
6675,33500
62310,38500
53121,27000
3060,64900
98682,7900
89646,84990
92086,57999
73344,98000
35535,18900
35181,194900
58699,12900
25618,191400
15640,28900
88235,79900
112423,15900
11381,9800
95148,53900
108204,9900
112548,18500
112117,18499
116523,176500
41376,174900
58711,21999
39872,6500
37554,31999
55405,53900
9797,22900
71007,68900
40965,134900
53164,26500
91931,39999
12752,15700
109705,23999
115185,18900
81719,23900
41415,87900
10707,56900
79871,149900
46284,17900
76339,92800
107137,17900
30821,79900
25229,33800
90409,39999
74767,34900
46198,44900
68810,44900
43292,125900
100166,25000
66532,9400
85348,36500
41185,69900
6765,21800
39555,365249
8860,85000
69389,84870
7691,23900
14275,4999
90636,41900
90627,31900
97084,34000
93048,135000
8533,35700
24430,76900
7797,15900
8949,64900
58756,7500
85158,14000
89337,17900
67201,29900
1324,13500
414,29900
103901,25800
74501,61900
1097,10500
77469,24000
25995,13900
96678,112800
6316,32900
66275,12900
61389,16000
90178,32900
16932,75999
24880,19900
26888,49900
92404,46100
104335,38600
5380,42900
12047,20999
113215,42900
107107,20000
19351,57500
19924,288000
76167,4900
42622,22500
33840,402600
66923,16900
50149,44490
27562,26000
38069,44900
31244,189900
26850,21500
87471,76600
20187,285800
79068,36900
82905,17999
72008,8900
3636,55000
93811,39600
93931,37500
14330,15900
10945,6999
93453,99900
38501,43900
18110,13200
32420,489527
29174,284900
69314,156208
57085,170355
95799,19900
19021,22500
47794,11300
81462,14700
39129,60900
18191,13900
25549,211500
45783,31900
9566,39500
56466,595784
16439,109999
334,8800
46903,374700
8031,7500
55583,541000
117403,177798
2691,24500
107580,17900
4048,6500
108424,53900
6380,42900
36591,15999
94894,23900
95668,20999
17443,85500
100679,15500
5048,30000
114097,133900
49646,63600
33768,31900
100095,165100
14450,7000
67094,24900
106014,15900
21159,533470
95491,17900
59882,367770
6079,37777
74771,30000
18924,21000
49767,26000
100473,17900
83685,39999
40026,16900
41596,82900
67767,69900
90193,67500
113254,52900
70836,29900
29315,16500
85067,16900
48412,7900
80800,30900
110664,39900
93742,17000
63066,125000
82186,10950
50352,12700
79071,21999
103226,9500
74924,28000
2297,28900
34962,560200
77683,48700
39990,18500
90995,84000
34152,46500
42521,17500
54608,19500
69774,62300
756,15900
82759,22700
68869,59900
103411,30900
96133,45900
94268,41800
19730,62000
2683,23900
9215,9200
27110,30900
41355,149830
25588,137900
33408,255899
17729,39900
25913,7700
90051,22900
11857,14000
82933,13900
88656,7999
2013,69900
84855,18875
45293,12500
117175,155000
46744,134900
100983,47000
154,15900
103055,86900
43074,33800
40506,28800
35095,155500
79683,46800
26362,9900
68589,18900
87499,42500
111509,25900
23167,329900
110614,15900
59544,179900
89771,77000
83210,23900
74783,32900
85635,15500
46790,87000
108385,168000
42170,8500
87859,64900
108122,12550
113336,117990
81562,260000
107233,39900
41658,77000
51033,23800
75499,44500
31829,49000
58853,4900
3967,65900
41387,129900
78513,67000
96109,51500
8814,139900
5432,72900
16829,184211
60839,235000
87399,48900
55911,159950
39932,9990
107967,15900
88337,149900
63879,44900
42971,38900
49394,48400
103828,5990
99653,59900
57005,219900
88669,14900
33265,267900
2808,15900
93692,21700
21933,93900
66568,3100
66678,5800
52342,25000
13961,64900
52759,26000
37223,19900
116476,199000
13639,13200
50100,64900
88550,68900
102582,7500
108226,12900
49603,28200
25001,24900
39486,298700
16351,44900
18009,189600
114996,10900
61604,57900
16885,76900
38040,41500
79604,118900
76441,97496
42581,18600
27974,44300
60162,46899
90182,49500
16031,31000
16081,58800
115893,172900
113246,63900
75858,45000
60848,178999
88126,43400
86654,65400
101967,193890
60894,337700
24298,169900
90308,37500
21064,325950
23730,425770
100619,44900
77791,66799
65132,28700
68573,21999
96542,62900
73415,18250
7636,4600
85272,35300
8206,18800
71213,32000
22820,108000
36454,8500
25548,155900
75754,43900
78455,72900
73341,64900
76718,134900
92418,61300
71444,11900
108979,49900
4524,13500
96495,123800
29042,82500
101295,10900
11180,4500
31948,28900
79979,99900
18084,159000
10607,79900
106180,6900
89124,8500
56166,27000
69840,66999
115595,24900
86598,26000
117747,329000
54261,236620
41592,79900
46536,69900
94429,124900
31794,148500
57964,132900
94146,35000
63830,12900
36822,24600
65982,10900
96429,107900
17682,68500
15161,16900
61769,209000
38506,31000
90451,33999
94674,25900
36531,15300
24134,89999
68203,9700
111622,13900
2840,34500
81597,119850
17143,7950
9,34900
81537,19900
73147,22900
37896,43999
38848,27999
24806,24000
61914,349000
93297,75600
55347,292900
23638,93000
37525,19700
79779,28900
54055,37000
22784,99800
41327,89900
69742,42999
33221,296200
3242,34900
79537,33900
82805,15900
43595,124900
90319,38900
36902,15900
49028,31999
110401,89999
78776,141700
48969,42900
88530,69900
20060,347010
109810,209900
18450,47900
15282,22900
100550,12999
108034,12400
78108,72900
4981,17900
44268,159900
30708,40000
85601,19800
110125,29950
59262,29999
1020,15500
109580,23900
33557,290400
43610,127820
103281,19500
89067,8600
32265,596400
64766,21900
21468,64700
44278,194900
39061,14999
29220,69900
24814,25249
34955,481000
107268,14500
72911,265000
22970,279690
88876,114200
82715,53990
53299,60500
102169,23900
20462,259900
56754,110000
111119,10900
15463,46700
83882,22800
20482,252033
3336,70900
86847,15999
64251,39900
104444,27900
34575,374700
104062,29000
52712,20500
102156,22800
46103,42900
5993,34900
42844,87710
97980,65188
65159,42900
12625,8900
105040,63900
90981,86400
66044,3850
61260,229900
65650,108110
25509,65500
69248,29990
91866,24900
90318,55555
69436,17900
55235,77900
87440,56900
104726,59900
10358,101900
13369,29900
30613,129900
63081,84900
27379,17900
40558,38900
53877,58900
39937,4100
54800,21000
67413,27900
58224,41900
105010,91900
62165,169000
28774,233568
42317,11900
91581,53500
64077,46000
26851,26900
24399,499900
25026,18500
44673,39360
101689,67900
32532,52500
89292,20500
5347,29900
110881,14300
3459,50000
25258,45300
109637,25700
76618,206700
106059,12500
8278,25000
48942,26500
78985,36900
39009,25900
116230,94900
55692,74900
100224,122700
28196,51900
28916,391900
33518,277500
110948,9600
329,26999
28500,149900
8154,28900
66781,30900
2715,38000
79601,47900
3166,56900
97650,44900
113379,8900
35599,124900
64391,32900
80962,214900
24444,599900
31831,45000
50516,6450
29757,19900
115625,22500
52902,27900
14768,13500
20957,199260
51227,49900
48629,11500
117686,149900
62750,125595
43704,29000
31803,145000
65138,23900
16238,59900
99488,75500
60205,29800
41198,74900
35120,218500
106656,27500
61398,24999
11322,5499
73356,116900
16706,77900
39584,157900
55151,64900
114843,70500
116154,117990
35380,69000
51368,99800
75554,30999
67911,96800
34923,226320
45586,124900
12107,21800
39785,5500
90646,32900
8869,72000
98882,32900
51983,37400
49221,24500
41352,99950
69797,43800
93705,19999
65587,55900
56741,137000
83919,44800
38125,39900
68391,13950
17199,164800
102680,28000
82946,62900
70189,54900
36279,8900
46311,3400
19864,54900
78482,79000
50952,15300
25592,269000
107249,39900
113335,140000
40358,23900
85458,59900
73579,105000
97946,68000
41890,29900
8256,29500
104268,42000
54729,39900
5530,68200
3823,49900
20200,215250
3451,53000
49414,29500
105383,40800
73052,24900
71504,37999
9038,68990
7788,9300
70411,27900
91602,41500
55304,203934
53505,79900
69126,92000
5027,13999
78158,58900
116387,85000
77814,64900
83158,20500
109293,37900
37875,68900
48851,24999
107642,29900
34410,347100
52495,42500
36330,7850
5482,69900
53045,22900
41313,97700
28243,149900
91165,15500
72726,12300
78117,61377
480,49900
99949,175900
13142,27999
105054,88777
85406,44500
72217,49700
57006,269900
8152,16400
34465,392000
79273,39500
17245,169900
115859,127900
92971,99900
8511,20000
44622,29900
76157,4200
14767,16900
62577,184500
69002,63900
34673,430000
62065,196000
66192,25900
52550,28900
28583,167999
72047,23000
62244,36500
57854,72500
57159,210000
63655,15000
72791,20900
59958,110000
94570,93590
111965,23999
41791,63900
73257,26500
113499,13900
100859,149900
75097,26500
20282,225900
104607,60500
92258,48900
8324,25900
102852,67500
109742,30900
15003,12500
93018,122900
110838,13999
82987,65900
68580,18900
55117,101799
64471,44995
11563,39900
14675,19900
83700,26900
59891,83640
79909,88900
54693,29900
111052,16000
81253,34900
63526,2000
8148,25900
53004,12900
19264,135000
9031,64900
43130,19500
62144,430000
108439,52900
41680,55990
12844,18900
71369,11500
101758,7500
42014,8999
62140,380685
15860,32700
52875,16900
7706,15800
102939,42900
11190,16800
84963,13600
25366,99000
117166,215000
40691,42800
17318,89900
62025,957000
115116,5900
12194,41500
66962,24900
100038,98000
107196,18700
59215,54900
70473,25900
49496,21900
29373,12900
47609,28900
42623,21450
16801,185424
42041,11000
110140,29900
33811,38900
37714,39900
65716,97317
24309,194900
2572,14999
110353,95900
105577,82900
93877,37900
33091,49900
59320,31900
29684,29000
85816,110687
79389,11600
96101,46900
2268,33900
16120,49900
85051,33900
30948,56000
88069,31700
102081,25900
117183,146900
7441,7899
109246,41900
76489,136730
97867,20555
33487,248733
13761,94500
40480,67000
107671,102900
111208,99180
31295,281100
46668,114900
48570,20000
21456,72500
22052,96900
39551,331690
89972,20900
89689,89000
72715,17400
24502,978300
63495,1750
102180,27900
37868,83500
82697,53900
27003,43799
5275,35900
104736,125600
100865,137160
90955,90100
32397,529900
74160,59800
9593,28888
2636,25999
39373,26500
76201,5400
22015,66900
31567,311900
86078,27900
76621,179850
109769,37700
70322,31900
4393,19500
2565,24900
46764,95999
53225,19999
68232,4900
3420,52900
24993,14900
112187,27999
84666,8900
62509,77500
90022,10700
3234,91000
109730,21900
86773,7500
51523,131900
68913,80900
107535,32999
84915,39975
97773,35900
60195,20900
48936,35500
84037,22900
30575,57999
90546,34900
46976,99900
76803,141900
70343,11300
2962,30000
114668,119900
53596,62900
44771,449500
110510,27900
95344,17900
40335,14900
70897,27900
18217,6900
18326,19000
70760,40000
66445,28999
95308,124020
40924,75900
10433,70000
11853,14900
48270,9300
67962,54900
49285,64500
23214,289900
36109,7900
96481,66500
23523,328586
92582,34700
98574,13900
15528,53300
77752,64777
31796,129900
58742,15900
27659,69000
96172,53900
9674,22500
71862,98900
73054,21900
55793,275221
47959,68000
109362,95500
50991,13900
106411,39900
99323,77500
79797,37900
7098,33900
104260,41900
7630,4500
9152,6600
46098,59900
105653,4299
14392,8999
97353,94963
93502,77777
74640,45900
88118,37900
59736,81800
75870,75850
71244,48999
46490,44999
75079,7490
88064,31000
84006,29900
51469,76400
43725,29900
1931,29999
104271,38990
91691,33900
103440,29900
21554,189900
70402,17900
63566,13900
112650,19500
100596,10900
88475,163900
42887,48900
51345,74900
39128,64900
23278,291000
110154,22999
25791,144700
71698,123500
27431,27700
66801,19999
11158,8500
21538,212500
34224,238000
38744,12690
110998,16900
11137,14999
47453,19500
75071,14800
112858,48900
89264,25900
61364,195000
66108,25400
62399,85000
34111,88000
58737,12900
33202,219900
34563,419430
110709,12500
104521,45998
33623,25900
37100,26800
5847,116900
117426,329000
32174,419900
49809,39900
25053,14900
59506,77990
21191,5499
75210,16999
83502,34900
14085,153300
22703,183900
84605,9900
74223,29950
27224,37500
66854,36500
109821,126800
48886,41000
845,11900
64328,49900
66808,24900
63959,45900
88803,17000
23188,413280
72586,80900
115240,47900
45147,23800
62410,68800
10399,74900
24117,84900
17291,51900
111342,123510
49715,27990
69238,19900
78110,35900
84799,123390
8873,86899
31460,169900
76372,135000
30483,45999
31660,196800
81939,28800
38648,158200
92172,49900
9901,26500
123,7600
61395,49077
86116,10990
58183,4500
117837,199900
55258,41500
21750,168025
100696,9500
26919,23900
108221,9900
78031,89900
86794,4900
55445,122877
21855,273352
6033,32500
78186,56001
100516,10400
74585,69900
